name,season,team_abbr,gs,ip,era,whip,k_per_9,k_per_9,bb_per_9,hr_per_9,fip_proxy
Cristian Javier,2023,HOU,34,173.0,4.53,1.272,8.9,8.895953757225433,3.5895953757225434,1.4046242774566475,4.448554913294798
JP Sears,2023,OAK,32,172.1,4.54,1.265,8.4,8.41952353282975,2.771644392794887,1.778036025566531,4.821150493898896
Colin Rea,2023,MIL,22,124.2,4.55,1.187,7.9,7.971014492753623,2.753623188405797,1.6666666666666665,4.7539452495974235
Yu Darvish,2023,SDP,24,136.1,4.56,1.298,9.3,9.32402645113887,2.8434974283614993,1.1903012490815579,3.795150624540779
Domingo Germ\xc3\xa1n,2023,NYY,19,108.2,4.56,1.077,9.4,9.482439926062847,2.8280961182994453,1.6635859519408505,4.438447319778189
Brad Keller,2023,KCR,9,45.1,4.57,1.919,6.2,6.1862527716186255,8.980044345898005,0.5986696230598669,5.683370288248337
Dylan Cease,2023,CHC,33,177.0,4.58,1.418,10.9,10.88135593220339,4.016949152542373,0.9661016949152542,3.516384180790961
Louis Varland,2023,MIN,10,68.2,4.59,1.238,9.4,9.501466275659823,2.2434017595307916,2.1114369501466275,4.886217008797654
Julio Ur\xc3\xadas,2023,LAD,21,117.1,4.6,1.159,9.0,8.992314261315116,1.8445772843723314,1.8445772843723314,4.480956447480786
Jake Irvin,2023,WSN,24,121.0,4.61,1.421,7.4,7.363636363636364,4.016528925619835,1.487603305785124,5.051239669421488
Mart\xc3\xadn P\xc3\xa9rez,2023,TEX,20,146.1,4.61,1.442,5.8,5.852156057494867,3.203285420944559,1.2936344969199178,4.835865845311431
Joe Mantiply,2023,ARI,5,46.2,4.63,1.157,6.6,6.623376623376623,2.5324675324675323,0.7792207792207791,3.697835497835498
Hayden Wesneski,2023,CHC,11,89.1,4.63,1.276,8.4,8.383838383838384,3.2323232323232327,2.0202020202020203,5.3324354657688
Daniel Lynch IV,2023,KCR,9,52.1,4.64,1.261,5.8,5.8733205374280235,2.763915547024952,1.5547024952015354,5.061804222648752
Clarke Schmidt,2023,NYY,32,159.0,4.64,1.352,8.4,8.433962264150944,2.6037735849056602,1.3584905660377358,4.155974842767296
Scott Alexander,2023,SFG,8,48.1,4.66,1.366,5.8,5.8004158004158,2.058212058212058,0.3742203742203742,3.1376299376299377
Grayson Rodriguez,2023,BAL,24,123.2,4.66,1.399,9.5,9.569805194805195,3.3603896103896105,1.1688311688311688,3.881818181818182
Keaton Winn,2023,SFG,5,42.1,4.68,1.039,7.4,7.4821852731591445,1.7102137767220902,1.2826603325415677,3.9600950118764846
Tylor Megill,2023,NYY,25,126.1,4.7,1.575,7.5,7.494052339413164,4.139571768437748,1.2846946867565425,4.770182394924663
Kyle Gibson,2023,BAL,33,195.0,4.71,1.308,7.3,7.292307692307692,2.5846153846153843,1.1076923076923078,4.041025641025641
Graham Ashcraft,2023,CIN,26,145.2,4.76,1.373,6.9,6.880165289256198,3.2231404958677685,1.425619834710744,4.804683195592287
Miles Mikolas,2023,STL,35,201.1,4.78,1.316,6.1,6.131277971158627,1.7454002983590253,1.163600198906017,4.100049726504227
Luis Ortiz,2023,PIT,15,86.2,4.78,1.696,6.1,6.160092807424594,5.0116009280742455,1.357308584686775,5.462180974477958
Cody Bradford,2023,TEX,8,63.2,4.81,1.131,7.9,7.974683544303797,1.7088607594936707,1.7088607594936707,4.465822784810126
Hunter Greene,2023,CIN,22,112.0,4.82,1.42,12.2,12.214285714285715,3.8571428571428568,1.5267857142857144,3.9767857142857146
AJ Smith-Shawver,2023,ATL,5,28.0,4.82,1.143,7.4,7.392857142857142,3.8571428571428568,3.2142857142857144,7.485714285714286
Jameson Taillon,2023,CHC,29,154.1,4.84,1.276,8.2,8.1765087605451,2.3945489941596367,1.5768981181051267,4.4589227774172615
Anthony DeSclafani,2023,SFG,18,99.2,4.88,1.254,7.1,7.16733870967742,1.814516129032258,1.3608870967741935,4.177822580645161
Lucas Giolito,2023,LAD,33,184.1,4.88,1.313,10.0,9.972840847365562,3.568712656165128,2.00434546442151,5.068549701249321
Nestor Cortes,2023,NYY,12,63.1,4.97,1.247,9.5,9.556259904912837,2.8526148969889062,1.5689381933438984,4.293502377179081
Touki Toussaint,2023,CLE,16,87.0,4.97,1.448,8.8,8.793103448275863,5.896551724137931,1.0344827586206897,4.705747126436782
Hunter Brown,2023,HOU,29,162.2,4.98,1.346,10.2,10.209617755856968,3.1072749691738597,1.498150431565968,4.13094944512947
Jack Flaherty,2023,STL,27,146.1,4.98,1.592,9.2,9.178644763860369,4.250513347022587,1.0472279260780288,4.089801505817933
Tony Gonsolin,2023,LAD,20,103.0,4.98,1.223,7.2,7.16504854368932,3.495145631067961,1.6601941747572815,5.170873786407768
Dakota Hudson,2023,STL,12,81.1,4.98,1.5,5.0,4.99383477188656,3.773119605425401,0.9987669543773121,4.790628853267571
Andre Jackson,2023,PIT,7,61.1,4.99,1.207,8.4,8.39607201309329,3.2405891980360066,1.6202945990180033,4.754828150572831
Drew Smyly,2023,CHC,23,142.1,5.0,1.426,8.9,8.930330752990852,3.5467980295566504,1.6467276565798734,4.776354679802956
Tanner Houck,2023,BOS,21,106.0,5.01,1.368,8.4,8.40566037735849,3.4811320754716983,1.1886792452830188,4.209433962264152
Kyle Freeland,2023,COL,29,155.2,5.03,1.471,5.4,5.451030927835053,2.4355670103092786,1.681701030927835,5.2296391752577325
David Peterson,2023,NYY,21,111.0,5.03,1.568,10.4,10.378378378378379,4.054054054054054,1.2972972972972974,4.1189189189189195
Zack Greinke,2023,KCR,27,142.1,5.06,1.272,6.1,6.143560872624912,1.4567206192821958,1.5833919774806473,4.607459535538354
Emmet Sheehan,2023,LAD,11,64.0,5.06,1.219,9.6,9.5625,3.9375,1.6875,4.825
Garrett Whitlock,2023,BOS,10,71.2,5.15,1.326,9.0,9.101123595505618,1.6432584269662922,1.6432584269662922,4.098876404494382
Peyton Battenfield,2023,CLE,6,34.2,5.19,1.327,7.0,7.105263157894736,3.1578947368421053,1.8421052631578947,5.334502923976608
Patrick Corbin,2023,WSN,32,180.0,5.2,1.483,6.2,6.2,2.8499999999999996,1.65,5.155555555555556
Marco Gonzales,2023,SEA,10,50.0,5.22,1.46,6.1,6.12,3.2399999999999998,0.9,4.220000000000001
Cal Quantrill,2023,CLE,19,99.2,5.24,1.465,5.2,5.262096774193549,3.175403225806451,0.9979838709677419,4.530645161290323
Matthew Liberatore,2023,STL,11,61.2,5.25,1.476,6.7,6.764705882352941,3.676470588235294,0.7352941176470589,3.984313725490196
Brandon Pfaadt,2023,ARI,23,118.0,5.26,1.347,9.2,9.152542372881356,2.3644067796610173,1.906779661016949,4.708474576271186
Jesse Scholtens,2023,CHC,11,85.0,5.29,1.529,6.1,6.141176470588236,3.1764705882352944,1.5882352941176472,5.188235294117647
Allan Winans,2023,ATL,6,32.1,5.29,1.392,9.5,9.53271028037383,2.2429906542056073,1.4018691588785046,3.8542056074766355
Jos\xc3\xa9 Urquidy,2023,HOU,12,73.0,5.3,1.397,6.5,6.534246575342466,3.328767123287671,1.9726027397260273,5.706849315068493
Ryne Nelson,2023,ARI,27,150.1,5.33,1.437,6.2,6.175882744836776,2.8181212524983343,1.4990006662225182,4.93217854763491
Bailey Falter,2023,PIT,14,80.2,5.36,1.413,6.7,6.733167082294264,2.244389027431421,1.907730673316708,5.207481296758105
Peter Lambert,2023,COL,11,87.1,5.36,1.385,7.3,7.336394948335247,2.8932261768082665,1.859931113662457,5.220665901262917
Ross Stripling,2023,SFG,11,89.0,5.36,1.348,7.1,7.078651685393258,1.6179775280898876,2.0224719101123596,5.087640449438203
Ken Waldichuk,2023,OAK,22,141.0,5.36,1.56,8.4,8.425531914893618,4.531914893617021,1.5319148936170213,5.051063829787234
Ben Lively,2023,CIN,12,88.2,5.38,1.365,8.0,8.061224489795919,2.5510204081632653,2.0408163265306123,5.206802721088435
Yonny Chirinos,2023,TBR,9,85.0,5.4,1.388,5.6,5.6117647058823525,2.8588235294117643,1.5882352941176472,5.2
Rich Hill,2023,SDP,27,146.1,5.41,1.524,7.9,7.946611909650924,3.5728952772073925,1.4168377823408624,4.671594798083505
Chase Anderson,2023,TBR,17,86.1,5.42,1.425,6.7,6.689895470383275,3.4494773519163764,1.7770034843205575,5.429965156794426
Luis Medina,2023,OAK,17,109.2,5.42,1.514,8.7,8.736263736263735,4.697802197802198,1.1538461538461537,4.491208791208791
Tyler Anderson,2023,LAD,25,141.0,5.43,1.489,7.6,7.595744680851064,4.085106382978723,1.2765957446808511,4.717730496453901
Michael Kopech,2023,CHC,27,129.1,5.43,1.593,9.3,9.341595662277305,6.343919442292796,2.021688613477924,6.158946553059645
Matthew Boyd,2023,DET,15,71.0,5.45,1.324,9.3,9.253521126760564,3.169014084507042,1.3943661971830985,4.214084507042253
Bryan Hoeing,2023,MIA,7,70.2,5.48,1.358,6.8,6.794871794871795,3.2051282051282053,1.6666666666666665,5.165811965811966
Austin Gomber,2023,COL,27,139.0,5.5,1.489,5.6,5.633093525179856,2.7841726618705036,1.683453237410072,5.307913669064749
Brady Singer,2023,KCR,29,159.2,5.52,1.447,7.5,7.518844221105528,2.770100502512563,1.1306532663316584,4.085678391959799
Ty Blach,2023,COL,13,78.0,5.54,1.641,5.8,5.76923076923077,2.769230769230769,1.7307692307692308,5.341025641025642
Trevor Williams,2023,WSN,30,144.1,5.55,1.6,6.9,6.932685634975712,3.310201249132547,2.1235253296322,5.830117973629424
Taj Bradley,2023,TBR,21,104.2,5.59,1.385,11.1,11.142034548944338,3.3685220729366603,1.986564299424184,4.7163147792706335
Jaime Barria,2023,LAD,6,82.1,5.68,1.47,6.8,6.79658952496955,3.288672350791718,2.192448233861145,5.952740560292327
Alec Marsh,2023,KCR,8,74.1,5.69,1.561,10.3,10.323886639676115,4.736842105263158,1.9433198380566803,5.291767881241565
Jared Shuster,2023,ATL,11,52.2,5.81,1.5,5.1,5.172413793103448,4.482758620689655,1.206896551724138,5.288122605363984
Ryan Feltner,2023,COL,10,43.1,5.82,1.685,7.9,7.935034802784223,5.846867749419953,0.4176334106728538,3.988863109048724
Lance Lynn,2023,LAD,33,186.1,5.84,1.406,9.3,9.285330467490597,3.2401934443847393,2.3213326168726494,5.569693713057497
Osvaldo Bido,2023,PIT,9,50.2,5.86,1.5,8.5,8.605577689243027,3.7649402390438245,0.7171314741035857,3.5784860557768927
Alek Manoah,2023,TOR,19,87.1,5.87,1.74,8.1,8.163030998851895,6.096440872560276,1.5499425947187142,5.656946039035592
Jalen Beeks,2023,TBR,8,42.1,5.95,1.488,10.0,10.04750593824228,4.489311163895487,0.8551068883610451,3.698812351543943
Dallas Keuchel,2023,MIN,6,37.2,5.97,1.673,6.0,6.048387096774193,4.354838709677419,0.7258064516129032,4.355913978494623
Johnny Cueto,2023,MIA,10,52.1,6.02,1.261,6.7,6.737044145873321,2.5911708253358925,2.9366602687140118,6.808445297504798
Michael Grove,2023,LAD,12,71.0,6.08,1.479,9.5,9.507042253521126,2.6619718309859155,1.647887323943662,4.354929577464789
Jake Woodford,2023,STL,8,47.2,6.23,1.741,5.5,5.529661016949152,4.194915254237288,2.097457627118644,6.399152542372882
Jordan Lyles,2023,KCR,31,177.2,6.28,1.244,6.1,6.094808126410835,2.285553047404063,1.9808126410835214,5.4686230248307
Nick Lodolo,2023,CIN,7,34.1,6.29,1.748,12.3,12.404692082111437,2.639296187683284,2.639296187683284,5.135483870967742
James Kaprielian,2023,OAK,11,61.0,6.34,1.59,8.4,8.40983606557377,4.573770491803279,1.3278688524590163,4.773770491803279
Michael Soroka,2023,ATL,6,32.1,6.4,1.485,8.1,8.130841121495328,3.364485981308411,2.523364485981308,6.159501557632399
Luke Weaver,2023,SEA,25,123.2,6.4,1.577,7.9,7.962662337662337,2.9220779220779223,2.1185064935064934,5.46461038961039
Joan Adon,2023,WSN,10,51.2,6.45,1.626,8.4,8.4375,4.21875,1.40625,4.7625
Jos\xc3\xa9 Ure\xc3\xb1a,2023,COL,10,44.2,6.45,1.612,5.8,5.904977375565611,4.479638009049773,2.6470588235294112,7.204524886877828
Noah Syndergaard,2023,LAD,18,88.2,6.5,1.387,5.7,5.7142857142857135,1.9387755102040813,2.2448979591836733,5.81904761904762
Ryan Weathers,2023,SDP,12,57.2,6.55,1.682,6.7,6.765734265734265,4.5629370629370625,1.8881118881118881,5.944755244755244
Eric Lauer,2023,MIL,9,46.2,6.56,1.671,8.3,8.376623376623376,4.675324675324675,3.1168831168831166,7.399134199134199
Roansy Contreras,2023,PIT,11,68.1,6.59,1.566,7.2,7.268722466960353,4.229074889867841,1.4537444933920705,5.094273127753304
Luis Severino,2023,NYY,18,89.1,6.65,1.646,8.0,7.97979797979798,3.4343434343434347,2.323232323232323,5.927272727272728
Carlos Carrasco,2023,NYY,20,90.0,6.8,1.7,6.6,6.6,3.8,1.8,5.6
Carlos Rod\xc3\xb3n,2023,NYY,14,64.1,6.85,1.446,9.0,8.985959438377535,3.931357254290172,2.106084243369735,5.555694227769111
Chris Flexen,2023,SEA,16,102.1,6.86,1.671,6.5,6.523016650342801,3.3496571988246817,2.203721841332028,6.050146914789423
Joey Wentz,2023,DET,19,105.2,6.9,1.685,8.3,8.38403041825095,4.020912547528517,2.1387832699619773,5.766539923954372
Connor Phillips,2023,CIN,5,20.2,6.97,1.5,11.3,11.584158415841584,5.792079207920792,2.227722772277228,5.774257425742574
Kyle Wright,2023,ATL,7,31.0,6.97,1.839,9.9,9.870967741935484,4.935483870967742,1.4516129032258065,4.748387096774193
Zach Davies,2023,ARI,18,82.1,7.0,1.664,7.9,7.892813641900123,4.275274056029233,1.0962241169305724,4.454567600487211
Corey Kluber,2023,BOS,9,55.0,7.04,1.636,6.9,6.872727272727273,3.4363636363636365,2.7818181818181817,6.836363636363636
Hogan Harris,2023,OAK,6,63.0,7.14,1.508,8.0,8.0,4.0,1.4285714285714284,4.81904761904762
Shintaro Fujinami,2023,OAK,7,79.0,7.18,1.494,9.5,9.455696202531646,5.126582278481013,1.0253164556962024,4.288607594936709
Spencer Turnbull,2023,DET,7,31.0,7.26,1.677,7.0,6.967741935483871,4.35483870967742,1.4516129032258065,5.2
Adam Wainwright,2023,STL,21,101.0,7.4,1.901,4.9,4.900990099009901,3.6534653465346536,1.7821782178217822,5.902970297029704
Connor Seabold,2023,COL,13,87.1,7.52,1.649,6.9,6.923076923076923,2.8932261768082665,1.963260619977038,5.461768082663605
Zach Plesac,2023,CLE,5,21.1,7.59,1.969,5.9,5.971563981042654,2.1327014218009475,1.2796208530805686,4.432227488151659
Dylan Dodd,2023,ATL,7,34.1,7.6,1.893,3.9,3.9589442815249267,3.167155425219941,2.3753665689149557,6.807038123167155
Kyle Muller,2023,OAK,13,77.0,7.6,1.961,6.5,6.545454545454546,4.558441558441558,1.8701298701298703,5.966233766233767
Quinn Priester,2023,PIT,8,50.0,7.74,1.7,6.5,6.4799999999999995,4.86,2.16,6.5
Drew Rom,2023,STL,8,33.2,8.02,2.079,8.6,8.674698795180722,5.150602409638553,1.897590361445783,5.730120481927711
Jos\xc3\xa9 Suarez,2023,LAD,7,33.2,8.29,1.96,7.5,7.590361445783132,5.421686746987952,2.710843373493976,7.236144578313253
Chad Kuhl,2023,WSN,5,38.1,8.45,1.957,7.3,7.322834645669291,6.6141732283464565,1.889763779527559,6.507086614173229
Noah Davis,2023,COL,6,30.0,8.7,1.933,7.8,7.800000000000001,4.5,1.8,5.566666666666666
Luis Cessa,2023,CIN,6,26.0,9.0,2.231,3.8,3.8076923076923075,4.153846153846154,1.0384615384615385,5.2384615384615385
Colin Selby,2023,PIT,5,24.0,9.0,1.833,11.3,11.25,5.625,1.5,4.741666666666667
Rhett Lowder,2024,CIN,6,30.2,1.17,1.272,6.5,6.556291390728477,4.172185430463577,0.0,3.1337748344370864
Paul Skenes,2024,PIT,23,133.0,1.96,0.947,11.5,11.503759398496241,2.1654135338345863,0.6766917293233082,2.342857142857143
Reynaldo L\xc3\xb3pez,2024,ATL,25,135.2,1.99,1.106,9.8,9.85207100591716,2.7958579881656807,0.6656804733727811,2.9041420118343195
Trevor Williams,2024,WSN,13,66.2,2.03,1.035,8.0,8.021148036253775,2.447129909365559,0.4078549848942598,2.822356495468278
Matthew Boyd,2024,CLE,11,51.1,2.28,1.13,10.5,10.567514677103718,3.3463796477495107,0.7045009784735812,2.9847358121330725
Chris Sale,2024,ATL,29,177.2,2.38,1.013,11.4,11.427765237020317,1.9808126410835214,0.45711060948081267,1.981038374717833
Tarik Skubal,2024,DET,34,211.0,2.39,0.91,10.6,10.578199052132701,1.5781990521327014,0.6824644549763034,2.361137440758294
Jared Koenig,2024,MIL,6,62.2,2.44,1.245,9.0,9.115755627009644,3.327974276527331,0.5787781350482315,3.119614147909968
Zack Wheeler,2024,PHI,33,207.0,2.48,0.947,10.1,10.130434782608695,2.434782608695652,0.8695652173913043,3.016425120772947
Robert Gasser,2024,MIL,5,28.0,2.57,1.036,5.1,5.142857142857142,0.3214285714285714,0.6428571428571428,3.092857142857143
Tyler Holton,2024,DET,11,100.0,2.61,0.81,7.5,7.47,1.6199999999999999,0.72,3.12
Spencer Turnbull,2024,PHI,7,54.1,2.65,1.049,9.6,9.648798521256932,3.327171903881701,0.9981515711645101,3.6066543438077634
Jakob Junis,2024,MIL,6,67.0,2.69,0.851,6.9,6.850746268656716,1.0746268656716418,1.0746268656716418,3.5880597014925373
Kyle Bradish,2024,BAL,8,39.1,2.75,1.068,12.1,12.199488491048594,3.452685421994885,0.46035805626598464,2.3048593350383633
Hunter Greene,2024,CIN,26,150.1,2.75,1.018,10.1,10.133244503664223,3.417721518987342,0.7195203197868087,3.1267155229846773
Ronel Blanco,2024,HOU,29,169.1,2.76,1.098,9.0,9.047900650502662,3.7788290952099355,1.1709047900650502,4.140272028385571
David Peterson,2024,NYY,22,133.1,2.84,1.335,7.4,7.370398196844477,3.6513899323816683,0.608564988730278,3.658302028549963
Corbin Burnes,2024,BAL,33,202.1,2.85,1.082,8.2,8.193963384463137,2.182088075210292,0.9797130133597229,3.5216229589312222
Hogan Harris,2024,OAK,9,72.1,2.86,1.355,7.6,7.6144244105409165,4.119278779472954,0.8737864077669903,4.143134535367546
Jos\xc3\xa9 Butt\xc3\xb3,2024,NYY,7,81.0,2.89,1.086,9.7,9.666666666666668,4.555555555555555,0.8888888888888888,3.8543209876543214
Bryan Woo,2024,SEA,22,121.1,2.89,0.898,7.5,7.506193228736582,0.9661436829066887,1.0404624277456649,3.3568951279933943
Tobias Myers,2024,MIL,26,143.0,2.9,1.147,8.3,8.307692307692308,2.265734265734266,1.132867132867133,3.7454545454545456
Shota Imanaga,2024,CHC,29,173.1,2.91,1.021,9.0,9.04679376083189,1.4558058925476605,1.4038128249566726,3.7025996533795498
Bryce Miller,2024,SEA,31,180.1,2.94,0.976,8.5,8.545252637423655,2.248750694058856,1.0494169905607995,3.566463076068851
Framber Valdez,2024,HOU,29,180.2,2.99,1.129,8.6,8.590455049944506,2.8468368479467263,0.6492785793562708,3.17780244173141
Seth Lugo,2024,KCR,35,216.0,3.0,1.097,7.9,7.875,2.2083333333333335,0.7083333333333334,3.2092592592592593
Michael King,2024,SDP,32,185.2,3.01,1.174,10.5,10.496760259179265,3.110151187904968,0.9233261339092873,3.237796976241901
Cole Ragans,2024,KCR,34,196.1,3.03,1.141,10.8,10.831208567057624,3.2585415604283527,0.6884242733299337,2.873635900050995
Shane Baz,2024,TBR,14,79.1,3.06,1.059,7.8,7.850821744627055,3.0720606826801515,1.0240202275600505,3.958533501896334
Justin Steele,2024,CHC,24,134.2,3.07,1.099,9.0,9.053651266766021,2.481371087928465,0.804769001490313,3.177645305514158
Nick Martinez,2024,CIN,16,142.1,3.1,1.026,7.3,7.346938775510204,1.1400422237860661,0.8233638282899367,3.136664320900774
Gerrit Cole,2024,NYY,22,124.0,3.12,1.161,8.8,8.78225806451613,2.8306451612903225,0.8709677419354839,3.45
Yu Darvish,2024,SDP,18,95.1,3.12,1.007,8.0,8.044164037854891,2.3659305993690856,1.3249211356466877,4.114826498422714
Tanner Houck,2024,BOS,30,178.2,3.12,1.142,7.8,7.777777777777779,2.4242424242424243,0.5555555555555556,3.0821548821548825
Blake Snell,2024,SFG,20,104.0,3.12,1.048,12.5,12.548076923076923,3.8076923076923075,0.5192307692307693,2.430769230769231
Clarke Schmidt,2024,NYY,19,97.1,3.14,1.223,9.4,9.45417095777549,3.4294541709577757,0.9268795056642637,3.581050463439753
Yoshinobu Yamamoto,2024,LAD,22,108.2,3.15,1.086,9.9,9.981515711645102,2.3290203327171906,0.8317929759704252,2.959704251386322
Logan Gilbert,2024,SEA,33,208.2,3.23,0.887,9.5,9.510086455331411,1.5994236311239194,1.1239193083573489,3.243227665706052
Jeffrey Springs,2024,TBR,7,33.0,3.27,1.364,10.1,10.09090909090909,3.0,1.3636363636363638,3.9272727272727277
Jameson Taillon,2024,CHC,28,165.1,3.27,1.131,6.8,6.814052089642641,1.7989097516656574,1.1447607510599638,3.938946093276802
Erick Fedde,2024,STL,31,177.1,3.3,1.162,7.8,7.826086956521739,2.6425748164878597,1.0163749294184077,3.8098249576510446
Bowden Francis,2024,TOR,13,103.2,3.3,0.926,8.0,8.023255813953488,1.9186046511627906,1.4825581395348837,4.198062015503876
Michael Lorenzen,2024,TEX,24,132.2,3.32,1.244,6.8,6.807866868381241,4.152798789712557,1.1573373676248109,4.743116490166415
Luis Ortiz,2024,PIT,15,135.2,3.32,1.113,7.1,7.122781065088758,2.7958579881656807,1.0650887573964498,4.087573964497041
Cristopher S\xc3\xa1nchez,2024,PHI,32,186.2,3.33,1.243,7.6,7.636949516648765,2.175080558539205,0.5800214822771215,3.0657357679914075
Spencer Schwellenbach,2024,ATL,21,123.2,3.35,1.043,9.2,9.277597402597403,1.6801948051948052,1.0227272727272727,3.175649350649351
Ranger Suarez,2024,PHI,28,155.0,3.37,1.226,8.9,8.883870967741935,2.612903225806452,0.8129032258064516,3.270967741935484
Osvaldo Bido,2024,OAK,9,63.1,3.41,1.089,9.0,8.985736925515054,3.7083993660855783,0.42789223454833597,3.057369255150555
Reese Olson,2024,DET,23,121.1,3.41,1.179,8.1,8.10074318744839,2.601156069364162,0.5945499587118084,3.125681255161024
Beau Brieske,2024,DET,12,73.2,3.42,1.195,9.2,9.221311475409836,3.9344262295081966,0.7377049180327868,3.5278688524590165
Jos\xc3\xa9 Soriano,2024,LAD,20,113.0,3.42,1.204,7.7,7.725663716814159,3.584070796460177,0.6371681415929203,3.5982300884955754
Hunter Brown,2024,HOU,31,175.2,3.43,1.252,9.6,9.657534246575342,3.184931506849315,0.976027397260274,3.525342465753425
Michael Wacha,2024,KCR,31,175.1,3.44,1.215,7.7,7.709880068532267,2.5185608223872076,0.9251856082238721,3.662592804111936
Tanner Bibee,2024,CLE,35,189.1,3.47,1.146,9.6,9.66155473294553,2.284505552617663,1.1422527763088315,3.464410364886304
Max Fried,2024,ATL,30,176.1,3.47,1.197,8.6,8.586030664395231,2.913117546848382,0.7155025553662693,3.296536059057354
Logan Webb,2024,SFG,33,204.2,3.47,1.231,7.6,7.580803134182175,2.203721841332028,0.4848188050930461,2.9502448579823706
Tyler Glasnow,2024,LAD,22,134.0,3.49,0.948,11.3,11.28358208955224,2.3507462686567164,1.0074626865671643,2.93134328358209
George Kirby,2024,SEA,33,191.0,3.53,1.068,8.4,8.43455497382199,1.0837696335078535,1.0366492146596857,3.1842931937172776
Gavin Stone,2024,LAD,25,140.1,3.53,1.211,7.4,7.451820128479658,2.3768736616702357,1.1563169164882228,4.0065667380442544
Cody Bradford,2024,TEX,13,76.1,3.54,1.009,8.3,8.278580814717477,1.537450722733246,1.1826544021024967,3.58107752956636
Zach Eflin,2024,TBR,29,169.1,3.56,1.152,7.3,7.291543465405087,1.3305736250739209,1.1709047900650502,3.714488468361916
Grant Holmes,2024,ATL,7,68.1,3.56,1.185,9.2,9.251101321585903,1.9823788546255507,0.9251101321585904,3.1412628487518357
Ben Brown,2024,CHC,8,55.1,3.58,1.084,10.4,10.45372050816697,3.1034482758620685,0.8166969147005445,3.0911070780399275
Garrett Crochet,2024,CHC,31,146.0,3.58,1.068,12.9,12.883561643835616,2.0342465753424657,1.1095890410958904,2.6178082191780825
Sean Manaea,2024,NYY,36,200.2,3.59,1.106,9.1,9.125874125874125,3.191808191808192,1.078921078921079,3.7944055944055948
Jos\xc3\xa9 Berr\xc3\xados,2024,TOR,32,192.1,3.6,1.154,7.2,7.168141592920354,2.529932326913066,1.4523685580426862,4.548256116605934
Ryan Pepiot,2024,TBR,26,130.0,3.6,1.154,9.8,9.83076923076923,3.3230769230769233,1.176923076923077,3.8230769230769233
Joe Ryan,2024,MIN,23,135.0,3.6,0.985,9.8,9.799999999999999,1.5333333333333332,1.2666666666666668,3.362962962962963
Alex Faedo,2024,DET,6,57.1,3.61,1.343,8.6,8.669001751313486,4.413309982486865,1.4185639229422065,4.79369527145359
Zack Littell,2024,TBR,29,156.1,3.63,1.247,8.1,8.129404228058936,1.7873158231902626,1.2684176809737349,3.821396540679052
Ryan Weathers,2024,MIA,16,86.2,3.63,1.177,8.3,8.352668213457076,2.5058004640371228,1.148491879350348,3.8380510440835267
Luis Castillo,2024,SEA,30,175.1,3.64,1.169,9.0,8.994860079954313,2.415762421473444,1.2849800114220447,3.8624785836664763
Zac Gallen,2024,ARI,28,148.0,3.65,1.264,9.5,9.486486486486486,3.2837837837837838,0.7905405405405406,3.3283783783783787
Luis Gil,2024,NYY,31,159.2,3.66,1.215,9.9,9.89321608040201,4.635678391959799,1.1306532663316584,4.179899497487438
Aaron Nola,2024,PHI,34,204.1,3.66,1.204,9.0,9.039686428221462,2.2929936305732483,1.4110730034296912,3.9937285644292015
Valente Bellozo,2024,MIA,13,68.2,3.67,1.311,5.8,5.806451612903226,2.771260997067449,1.9794721407624634,5.69266862170088
Jack Flaherty,2024,LAD,33,184.0,3.67,1.12,10.2,10.222826086956522,2.298913043478261,1.4673913043478262,3.8141304347826086
Joe Ross,2024,MIL,10,75.2,3.69,1.348,7.9,7.898936170212766,3.5904255319148937,0.8377659574468085,3.8515957446808513
Alek Manoah,2024,TOR,5,24.1,3.7,1.027,9.6,9.70954356846473,2.987551867219917,1.867219917012448,4.7352697095435685
Jose Quintana,2024,NYY,34,184.2,3.7,1.251,7.2,7.2312703583061895,3.420195439739414,1.1237785016286646,4.356351791530945
Brady Singer,2024,KCR,32,180.0,3.7,1.272,8.6,8.549999999999999,2.6999999999999997,1.0999999999999999,3.788888888888889
Albert Su\xc3\xa1rez,2024,BAL,24,133.2,3.7,1.294,7.3,7.297297297297297,2.9054054054054057,1.1486486486486487,4.206006006006007
Andrew Abbott,2024,CIN,25,138.0,3.72,1.297,7.4,7.434782608695652,3.391304347826087,1.6304347826086956,5.033333333333333
Javier Assad,2024,CHC,29,147.0,3.73,1.401,7.6,7.591836734693878,3.8571428571428568,1.2244897959183674,4.56734693877551
Freddy Peralta,2024,MIL,33,178.2,3.73,1.198,10.3,10.353535353535353,3.484848484848485,1.3131313131313131,3.957575757575758
Dylan Cease,2024,SDP,35,194.1,3.75,1.106,10.7,10.664605873261205,3.153013910355487,0.9273570324574962,3.220607934054611
Ben Lively,2024,CLE,29,152.1,3.78,1.247,7.1,7.100591715976332,2.958579881656805,1.3609467455621302,4.574095989480605
Andre Pallante,2024,STL,20,121.1,3.78,1.302,7.0,6.985962014863749,3.5672997522708507,0.5945499587118084,3.695458298926507
Nathan Eovaldi,2024,TEX,29,170.2,3.8,1.107,8.8,8.777908343125736,2.220916568742656,1.2162162162162162,3.74641598119859
Jos\xc3\xa9 Ure\xc3\xb1a,2024,TEX,9,109.0,3.8,1.321,5.8,5.779816513761468,3.220183486238532,1.073394495412844,4.539449541284403
